"","percentHsEdu","percentBachelorsEdu","perCapitaIncome","ueRate","uninsuredRate","medianAge","y","x"
"26751",NA,NA,NA,NA,NA,NA,NA,NA
"26752",89.6,10.9,31222,5.43144373080145,10.1,44.2,10.1,31222
"26753",83.8,15,25963,5.75598631698974,19.9,35.4,19.9,25963
"26754",74.8,13.7,23102,5.19323671497585,21.1,40.6,21.1,23102
"26755",81.5,15.9,26025,4.84050703440591,15.5,37.6,15.5,26025
"26756",87.6,11.2,28968,6.33346051125525,9.4,39.5,9.4,28968
"26757",74.1,16.7,21092,7.07128001512573,26.4,32,26.4,21092
"26758",78.8,8.6,23392,11.8461538461538,15,31.7,15,23392
"26759",69.3,10.3,21597,10.5260102183,26.8,32.7,26.8,21597
"26760",84,17.6,26785,9.57127152803225,18.1,32.3,18.1,26785
"26761",89.1,24.5,35332,6.43165750196387,13.4,32.6,13.4,35332
"26762",68.1,6.4,21319,8.90245538709245,27.7,31.7,27.7,21319
"26763",75.4,13.4,26486,5.43157397567599,21.2,32.9,21.2,26486
"26764",85,16.3,29974,6.96884689207146,21,35.7,21,29974
"26765",83,9.8,26487,4.77453580901857,14.5,38.8,14.5,26487
"26766",85.6,18.2,32555,6.00732600732601,17.4,40.9,17.4,32555
"26767",78,8,20992,7.12064167621542,18.9,36.4,18.9,20992
"26768",89.5,20.4,33529,8.01354401805869,14.8,36,14.8,33529
"26769",72.9,14.5,30285,2.51396648044693,23.3,43.6,23.3,30285
"26770",83.5,22.5,30591,6.68912848158131,17.9,35.5,17.9,30591
"26771",72.7,8.8,22556,9.77612779840252,29.5,32.7,29.5,22556
"26772",83.9,31.4,22479,6.25288772524257,17.5,30.7,17.5,22479
"26773",95.1,48,44508,4.71276875164159,9.6,39.6,9.6,44508
"26774",57.2,6.6,14935,5.2814605520539,29.7,28.5,29.7,14935
"26775",82.9,29.3,25136,10.5215004574565,22.2,39.9,22.2,25136
"26776",80.9,24.8,27674,7.35943775100402,22.6,36.4,22.6,27674
"26777",94.8,42.2,46421,6.00558659217877,11.8,49.2,11.8,46421
"26778",84.9,10.9,61799,6.9060773480663,17.3,51,17.3,61799
"26779",66.7,15,39601,0,0,71.3,0,39601
"26780",83.9,10.2,26589,15.6496471564965,17.8,36.9,17.8,26589
"26781",86.2,16.5,29545,8.66724738675958,18.2,39.3,18.2,29545
"26782",74,12.2,27935,4.76190476190476,16,39.7,16,27935
"26783",97.2,40.4,47042,6.23689727463312,12.2,46.3,12.2,47042
"26784",93.7,33,39247,4.87616099071207,11.3,36.7,11.3,39247
"26785",85,13,23162,13.7362637362637,21.5,40.2,21.5,23162
"26786",89.3,19,31684,6.34999503130279,12.3,37.7,12.3,31684
"26787",96,45.5,41592,3.50467808965042,7.4,34.9,7.4,41592
"26788",82.8,11.7,26796,7.12719298245614,18.7,33.7,18.7,26796
"26789",78.7,15.3,31343,7.50382848392037,19.1,40.4,19.1,31343
"26790",94.3,43.1,37045,4.02810768012668,9.9,34.7,9.9,37045
"26791",100,34.1,32927,20.9459459459459,0,32.9,0,32927
"26792",93.1,37.7,36394,3.62568191355434,7.7,35.6,7.7,36394
"26793",75.3,19.5,18620,2.84632853898562,18.8,35.1,18.8,18620
"26794",95.2,53.3,43226,4.08244236551955,6.7,34.4,6.7,43226
"26795",67.8,7.7,13486,9.84251968503937,16.6,43.6,16.6,13486
"26796",96.6,45.6,48308,3.53445486897444,9,40.4,9,48308
"26797",56.4,7.7,15765,5.98002159827214,35,28.6,35,15765
"26798",77.6,10.2,22779,8.03616273229533,20.4,38.8,20.4,22779
"26799",87,17.6,26635,8.76925423211835,15.3,36.1,15.3,26635
"26800",87.7,12.3,19880,16.9565217391304,3.4,31.6,3.4,19880
"26801",84.9,30.5,27235,6.22524425666755,25.7,30.2,25.7,27235
"26802",92.9,16.8,29859,3.96383866481224,10.3,35.5,10.3,29859
"26803",90.6,8.1,21609,10.1792768155576,19.3,41.4,19.3,21609
"26804",86.6,9.8,33152,0.196850393700787,13.1,48,13.1,33152
"26805",83.9,0,21103,60,19.6,48.4,19.6,21103
"26806",89,2.3,24577,30.2325581395349,21,36.2,21,24577
"26807",90.6,8.7,31688,8.24372759856631,9,56.5,9,31688
"26808",87.5,48.4,45905,0,10.9,60.1,10.9,45905
"26809",88.4,14.4,26149,10.0191623323296,17.3,37.5,17.3,26149
"26810",92.8,17.8,28924,1.91693290734824,7.2,35.6,7.2,28924
"26811",92,18.4,26275,1.2396694214876,11.7,53.2,11.7,26275
"26812",83.6,14.7,33438,3.30882352941176,13.5,59.1,13.5,33438
"26813",86.3,14.1,34005,2.87257019438445,17.4,35.3,17.4,34005
"26814",95.4,24.7,36934,4.16231278300244,12.5,40.9,12.5,36934
"26815",80.1,22,25662,2.75862068965517,14.5,46,14.5,25662
"26816",88.1,15.9,28019,7.9717605530225,18.4,38.2,18.4,28019
"26817",91.3,18.6,29725,6.51831247102457,10.7,39.9,10.7,29725
"26818",81,14.9,19440,12.2719476064245,23.7,38.2,23.7,19440
"26819",69.6,9.9,17846,8.00884092829747,33.1,31.9,33.1,17846
"26820",85.2,33.3,27198,1.69934640522876,31.6,50.5,31.6,27198
"26821",91.9,24.1,33767,5.98046581517656,12.2,41.2,12.2,33767
"26822",79,7.7,44865,2.61437908496732,8.8,49.3,8.8,44865
"26823",85.5,11.4,25157,6.09298296274906,17.9,40.4,17.9,25157
"26824",91.1,21.3,30801,4.50706991358994,11.2,39.1,11.2,30801
"26825",91.7,28.7,41921,1.90045248868778,15.7,42.1,15.7,41921
"26826",81.9,7.7,24927,9.80810234541578,18.8,43.3,18.8,24927
"26827",61.9,6.8,19787,0,29.7,21.1,29.7,19787
"26828",86.8,11.5,24951,4.25002146475487,16.9,36.6,16.9,24951
"26829",89.6,10.9,21614,0,17.4,49.9,17.4,21614
"26830",91.6,8,32989,2.36813778256189,17.3,48.3,17.3,32989
